year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
1994,,,,,automatic,1j4gz78y9rc177711,ms,2.0,158584.0,black,—,select remarketing group llc/midwest title loans,825,200,2015-04-23 05:02:00
2014,Dodge,Durango,Limited,SUV,,1c4rdjdg4ec508339,on,4.7,13584.0,black,black,fca canada inc,37300,24000,2015-04-28 03:00:00
2013,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew0dda01366,ca,2.3,72405.0,—,gray,northwestern chrys/j/d/ge,14450,5800,2015-04-29 08:00:00
2013,Ford,Fusion,SE,sedan,automatic,3fa6p0hr6dr166866,ny,3.6,34038.0,silver,black,"ford motor credit company,llc",14600,21200,2015-04-29 02:20:00
2012,Toyota,RAV4,Base,SUV,automatic,2t3zf4dv6cw116824,pa,4.7,17607.0,blue,gray,jack pfister autos,17050,27250,2015-04-24 02:00:00
2009,Nissan,Altima Hybrid,Base,Sedan,automatic,1n4cl21e59c137317,nj,1.9,210684.0,black,black,motor outlet,5075,2900,2015-04-22 02:30:00
2008,Nissan,Frontier,LE,Crew Cab,automatic,1n6ad09w88c433895,va,3.7,117887.0,black,beige,brown honda,11750,9800,2015-04-23 02:35:00
2006,BMW,X3,3.0i,SUV,,wbxpa93466wg84028,pa,3.0,62882.0,gray,gray,bmw of manhattan inc,11200,8000,2015-04-24 02:00:00
2006,,,,,automatic,2a4gf68426r634992,ny,2.2,68563.0,blue,black,j zap llc,5125,2900,2015-04-30 02:45:00
2005,Chevrolet,Cobalt,Base,Sedan,automatic,1g1ak52f557577367,fl,2.1,141203.0,silver,gray,credit acceptance corp/vrs/southfield,2000,1350,2015-04-23 10:00:00
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gr48k15c625217,fl,1.9,130366.0,blue,gray,hertz remarketing,5225,3300,2015-04-23 02:35:00
2005,Hyundai,Tiburon,SE,Hatchback,manual,kmhhn65f95u173824,nc,2.8,136516.0,red,gray,primeritus remarketing/ias,2325,1400,2015-04-27 02:30:00
2005,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdza22c75s308231,il,1.9,116053.0,white,gray,santander consumer,6975,5900,2015-04-28 03:00:00
2003,Chevrolet,Astro Cargo,Base,Minivan,automatic,1gcdm19x63b119210,in,2.0,228506.0,white,gray,tom wood ford inc,1600,500,2015-04-22 05:59:00
2003,Lexus,SC 430,Base,Convertible,automatic,jthfn48y530046178,fl,2.0,125577.0,black,beige,courtesy nissan of tampa,9600,8500,2015-04-23 09:20:00
2002,Saturn,S-Series,SC2,Coupe,automatic,1g8zy12712z204993,tx,1.9,131566.0,burgundy,black,automotive remarketing inc,1200,500,2015-04-28 03:30:00
1995,Cadillac,DeVille,Base,Sedan,automatic,1g6kd52b6su248647,fl,1.0,121074.0,gray,gray,hertz remarketing,950,300,2015-04-23 02:35:00
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k25el239052,ga,4.4,36553.0,white,gray,ars/avis budget group,11700,20500,2015-04-28 02:30:00
2014,Ford,Fusion,SE,sedan,automatic,3fa6p0h73er261529,ga,3.7,36583.0,black,black,ars/avis budget group,13900,10200,2015-04-28 02:30:00
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em7e5278870,ga,4.7,32297.0,—,black,ars/enterprise,18500,16300,2015-04-28 02:30:00
2015,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt5fgb42645,mo,4.6,18402.0,white,black,kc landsmen ars,37700,24300,2015-04-28 04:00:00
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du7d0336971,nc,2.5,58206.0,red,black,the hertz corporation,11250,11300,2015-04-28 02:15:00
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse72cg202736,ma,3.7,145351.0,silver,black,lease plan usa,18250,15400,2015-04-28 02:30:00
2012,Ford,F-250 Super Duty,XLT,SuperCab,automatic,1ft7x2b64cea20637,tn,2.4,36371.0,black,gray,"ford motor credit company,llc",23000,16600,2015-04-29 03:00:00
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap1cc869029,tn,2.9,35622.0,purple,black,nissan-infiniti lt,17750,11200,2015-04-29 03:30:00
2012,Nissan,Altima,3.5 SR,Sedan,automatic,1n4bl2apxcn556871,tn,4.4,31633.0,white,black,nissan-infiniti lt,15600,22600,2015-04-29 03:30:00
2008,Mitsubishi,Lancer,GTS,Sedan,automatic,ja3au86u08u026358,mo,2.1,147113.0,red,black,credit acceptance corp/vrs/southfield,3500,3700,2015-04-28 04:00:00
2007,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw14527kd07323,sc,3.9,89838.0,burgundy,gray,dab auto world & leasing,15300,17150,2015-04-23 03:00:00
2006,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s962291584,oh,2.4,90579.0,burgundy,gray,select remarketing group llc/loan max title,4700,4100,2015-04-28 02:30:00
2006,,,,,automatic,2fafp71w86x120257,va,1.9,112099.0,silver,gray,primeritus remarketing/american auto mall,2000,700,2015-04-23 02:20:00
2006,Ford,Fusion,SE,Sedan,automatic,3fafp07z16r194952,fl,1.9,139989.0,black,—,courtesy toyota of brandon,2675,1900,2015-04-30 09:20:00
2006,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58n16c343258,fl,3.1,84380.0,black,gray,sullivan auto group llc,9425,9700,2015-04-30 02:40:00
2006,Mercedes-Benz,E-Class,E500,Sedan,automatic,wdbuf70j76a888281,ca,4.1,65433.0,black,black,audi north scottsdale,10900,9900,2015-04-23 05:30:00
2006,Saturn,ION,2,Sedan,,1g8aj58f46z209473,nc,2.4,84452.0,gray,—,peoples credit company inc,3050,2400,2015-04-27 02:30:00
2005,,,,,automatic,1g6dc67a750136615,la,2.1,89184.0,blue,beige,pra receivables management llc,5750,900,2015-04-23 03:30:00
2005,Dodge,Durango,SXT,SUV,automatic,1d4hd38k95f540372,sc,3.0,216099.0,silver,gray,check into cash inc.,2100,600,2015-04-23 01:30:00
2005,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,1d7ha16n65j509994,ga,1.9,171392.0,white,gray,five star ford lincoln mercury,3425,1200,2015-04-24 04:00:00
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb2en185651,oh,1.9,18880.0,blue,black,chrysler capital,12500,5400,2015-04-28 02:30:00
2013,Audi,A5,2.0T Premium quattro,Coupe,automatic,waucfafr7da050818,ca,2.6,38844.0,black,black,high bid trading co inc,25200,28500,2015-04-23 05:00:00
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzabxdn683201,oh,2.2,23941.0,blue,black,chrysler capital,11550,6700,2015-04-28 02:30:00
2013,Ford,Escape,SE,SUV,automatic,1fmcu9gx5dud62862,nj,4.4,30413.0,gray,gray,"ford motor credit company,llc",18000,16200,2015-04-29 02:00:00
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k7d87dgc79349,tn,4.5,34371.0,red,black,"ford motor credit company,llc",25800,10000,2015-04-29 03:00:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f25dl295081,oh,1.9,1.0,red,beige,"ford motor credit company,llc",12700,5500,2015-04-28 05:00:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f25dl314776,fl,3.4,42267.0,gray,gray,rental car finance corp/(pen),10250,33300,2015-04-30 02:15:00
2013,Hyundai,Elantra,GLS,sedan,automatic,5npdh4ae4dh236350,fl,2.5,50166.0,brown,tan,rental car finance corp/(pen),10400,8900,2015-04-30 02:15:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3dh797899,nj,4.0,36956.0,white,beige,merchants automotive group,12450,12000,2015-04-29 02:30:00
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c56cc811429,ca,3.6,36100.0,gray,black,high bid trading co inc,31000,34750,2015-04-23 05:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn553180,nj,3.6,24687.0,silver,gray,nissan-infiniti lt,12750,15700,2015-04-29 02:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn439174,nj,3.3,25985.0,white,black,nissan-infiniti lt,12700,13500,2015-04-29 02:30:00
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap9cc825103,nj,3.9,52221.0,silver,black,nissan-infiniti lt,16400,20200,2015-04-29 02:30:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxcw702477,nj,3.5,34414.0,silver,black,nissan-infiniti lt,15150,13500,2015-04-29 02:30:00
2011,Scion,xB,Base,Wagon,automatic,jtlze4fe3b1141603,il,1.9,183278.0,white,black,ford-lincoln dealer program,7300,3100,2015-04-30 07:00:00
2008,Cadillac,Escalade ESV,Base,SUV,automatic,1gyfk668x8r209297,ga,3.1,124407.0,white,beige,"jpmorgan chase bank,n.a.",18350,15800,2015-04-29 03:00:00
2004,Mercury,Grand Marquis,LS Ultimate,Sedan,automatic,2mefm75w14x604697,fl,3.7,56364.0,silver,gray,sell your car here,4200,4700,2015-04-23 03:15:00
2003,Nissan,Altima,2.5 SL,Sedan,automatic,1n4al11d33c216758,ca,1.0,189675.0,red,tan,lithia hyundai of fresno,1550,550,2015-04-23 05:30:00
2002,Nissan,Xterra,SE,SUV,automatic,5n1ed28yx2c506500,oh,1.0,1.0,silver,gray,select remarketing group llc/loan max title,3600,325,2015-04-28 05:00:00
2002,Saturn,L-Series,L300,Sedan,automatic,1g8jw54r12y546460,nc,1.9,139210.0,blue,gray,liquidation llc,1225,300,2015-04-27 02:30:00
2014,Ford,Edge,Limited,SUV,automatic,2fmdk3kc2eba46824,tx,4.0,18875.0,—,beige,ars/enterprise,24500,29200,2015-04-30 03:30:00
2015,Chevrolet,Equinox,LT,SUV,automatic,2gnalcek9f6295100,ms,1.0,106.0,blue,black,enterprise vehicle exchange / tra / birmingham,22100,9750,2015-04-23 05:02:00
2015,Chevrolet,Traverse,LT,SUV,automatic,1gnkrhkd9fj258430,ms,1.0,3967.0,black,black,enterprise vehicle exchange / tra / birmingham,28100,8750,2015-04-23 05:02:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dc916334,nj,4.4,27083.0,black,black,nissan motor acceptance corporation,14550,16400,2015-04-29 02:30:00
2011,Acura,MDX,Base,SUV,,2hnyd2h25bh517957,pa,2.9,106905.0,black,black,"jpmorgan chase bank,n.a.",17900,14500,2015-04-30 02:30:00
2008,Pontiac,G6,GT,Sedan,automatic,1g2zh57nx84201704,nj,1.9,141470.0,white,black,lester glenn buick,3250,3000,2015-04-29 02:30:00
2006,Chrysler,300,Base,Sedan,automatic,2c3la43r26h445795,md,3.3,161466.0,green,black,credit acceptance corp/vrs/southfield,3075,2000,2015-04-28 02:30:00
2006,Mercury,Mountaineer,Premier,SUV,automatic,4m2eu48866zj03420,nj,2.3,109397.0,beige,beige,"jpmorgan chase bank,n.a.",4875,2200,2015-04-29 02:30:00
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7hu18n65j597093,pa,2.5,83507.0,—,black,r hollenshead auto sales inc,9575,7400,2015-04-24 02:00:00
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,,wdbrf40j25f569232,pa,3.1,148983.0,silver,gray,"jpmorgan chase bank,n.a.",3700,2800,2015-04-30 02:30:00
2005,Nissan,Pathfinder,SE,SUV,automatic,5n1ar18w95c786133,nj,1.9,108230.0,silver,brown,"jpmorgan chase bank,n.a.",5925,3700,2015-04-29 02:30:00
2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48n04c398944,fl,2.0,121560.0,gray,black,coggin acura,3675,2500,2015-04-23 09:20:00
2004,Nissan,Titan,LE,Crew Cab,automatic,1n6aa07a34n586831,nc,1.9,158806.0,black,gray,primeritus remarketing/crescent bank & trust,5050,3900,2015-04-27 02:30:00
1999,Honda,Accord,EX V6,Sedan,automatic,1hgcg1659xa055537,md,1.9,157743.0,silver,gray,belle grove motors,1650,250,2015-04-27 17:00:00
2014,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj6em204225,fl,4.3,27813.0,—,black,avis budget group,10250,18400,2015-04-29 03:00:00
2014,Ford,Fiesta,Titanium,Sedan,automatic,3fadp4cj5em204490,fl,4.8,28539.0,—,black,avis budget group,12150,11700,2015-04-29 03:00:00
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k2xel337879,fl,4.3,24315.0,—,black,avis budget group,12400,28000,2015-04-29 03:00:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k94er302017,fl,4.4,34772.0,—,black,avis budget group,18000,19600,2015-04-29 03:00:00
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk9eu415674,oh,4.0,34503.0,white,black,the hertz corporation,15600,15000,2015-04-28 02:30:00
2013,Chevrolet,Camaro,SS,Convertible,automatic,2g1fk3dj0d9200891,ca,2.5,53545.0,black,black,the hertz corporation,21500,18850,2015-04-28 05:30:00
2013,Ford,F-150,Platinum,SuperCrew,,1ftfw1et4dfa59878,pa,4.7,17951.0,red,black,j mark martin auto sales llc,38700,12100,2015-04-24 02:15:00
2013,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0ev5dn715469,ca,3.4,37189.0,white,gray,the hertz corporation,21700,21000,2015-04-28 05:30:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dn513321,fl,4.2,54853.0,silver,black,dtg operations inc,11900,17000,2015-04-29 02:15:00
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap9dc827970,tx,3.7,53971.0,white,black,the hertz corporation,15400,12500,2015-04-29 03:05:00
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f36ca206879,il,4.0,29150.0,gray,black,"ahfc/honda lease trust/hvt, inc.",12700,12000,2015-04-30 03:00:00
2012,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,,wddgf8bb8cr197094,pa,4.0,55845.0,gray,black,r hollenshead auto sales inc,19550,31750,2015-04-24 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn442623,il,4.2,39625.0,white,tan,nissan-infiniti lt,11900,14000,2015-04-30 03:00:00
2012,Nissan,Quest,SL,Minivan,automatic,jn8ae2kp0c9037677,il,2.6,29002.0,gray,gray,nissan-infiniti lt,22300,12000,2015-04-30 03:00:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv9cw408858,il,3.9,31045.0,white,gray,nissan-infiniti lt,15250,11600,2015-04-30 03:00:00
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar0bm356879,il,2.8,44300.0,black,black,nissan infiniti lt,17050,23200,2015-04-30 03:00:00
2009,Chevrolet,Impala,LT,Sedan,automatic,2g1wt57k091230492,fl,1.9,179191.0,black,black,choice capital finance,3075,2200,2015-04-24 02:15:00
2009,Dodge,Journey,SXT,SUV,automatic,3d4gh57v29t602391,nc,2.3,117584.0,gold,black,primeritus remarketing/atlas,5350,4300,2015-04-27 02:30:00
2008,BMW,X3,3.0si,SUV,automatic,wbxpc934x8wj07240,ga,3.7,103960.0,white,beige,primeritus remarketing/farm bureau,9600,8800,2015-04-28 02:30:00
2008,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58n489215471,ca,2.4,85236.0,gray,beige,remarketing by ge/flagship credit acceptance,6125,5500,2015-04-29 05:30:00
2007,Chevrolet,Silverado 2500HD Classic,LT3,Crew Cab,automatic,1gchk23d87f122569,tx,3.5,271979.0,white,gray,leasing associates inc,9975,8800,2015-04-28 03:30:00
2007,Chrysler,Sebring,Base,Sedan,automatic,1c3lc46k67n518605,pa,3.0,93980.0,red,gray,westfall auto sales,3125,2600,2015-04-24 02:00:00
2007,Toyota,Tundra,SR5,CrewMax Cab,automatic,5tfev54177x029732,tx,2.6,138234.0,green,tan,del mar recovery solutions inc.,13450,13000,2015-04-29 03:00:00
2006,BMW,7 Series,750i,Sedan,,wbahl83566dt04559,tn,1.9,101437.0,white,gray,capital partners,9450,3000,2015-04-28 03:30:00
2006,Dodge,Caravan,SXT,Minivan,automatic,1d4gp45r36b590333,tx,2.0,120498.0,white,gray,pfs auto financial,2375,550,2015-04-29 05:30:00
2006,Ford,Escape Hybrid,Base,SUV,automatic,1fmcu95h06ka08760,tx,3.6,154119.0,silver,—,santander consumer,3075,2500,2015-04-29 03:00:00
2006,Ford,F-150,XLT,SuperCrew,automatic,1ftpw125x6fa85656,wi,1.9,158765.0,white,gray,western fcu,5825,1700,2015-04-29 03:00:00
2006,Toyota,4Runner,SR5,SUV,automatic,jtebu14r068061835,pa,2.9,118307.0,white,gray,spitzer toyota scion,11150,9700,2015-04-29 05:00:00
2004,Jeep,Grand Cherokee,Laredo,SUV,,1j4gx48n04c396544,or,3.0,126980.0,white,tan,credit acceptance corp/vrs/southfield,3450,2300,2015-04-28 05:00:00
2003,BMW,X5,4.4i,SUV,automatic,5uxfb33533lh49358,mo,1.9,1.0,black,black,advanced auto sales,6825,1500,2015-04-28 04:00:00
2003,Mitsubishi,Diamante,VR-X,Sedan,automatic,6mmap87p63t004905,fl,1.9,160978.0,red,black,autonation toyota winter park,1750,600,2015-04-28 11:05:00
2002,Ford,Focus,LX,Sedan,manual,1fafp33p72w349999,md,2.1,94504.0,white,gray,annapolis hyundai,1600,1100,2015-04-28 02:30:00
2001,Kia,Sephia,Base,Sedan,manual,knafb121415046884,wi,2.7,50112.0,red,gray,heights finance corporation / greenfield,500,500,2015-04-29 03:00:00
1999,Honda,CR-V,LX,SUV,automatic,jhlrd2844xc020648,tx,2.0,163715.0,white,gray,titlemax/leon valley tx1,1450,400,2015-04-29 03:00:00
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab0fn571462,or,2.0,13377.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,15900,9900,2015-04-28 04:30:00
2013,Chevrolet,Camaro,LT,Coupe,automatic,2g1fc1e36d9190613,ca,2.8,55139.0,gray,—,the hertz corporation,17350,16950,2015-04-28 05:30:00
2014,BMW,X3,xDrive28i,SUV,automatic,5uxwx9c50e0d23880,co,4.2,10011.0,black,tan,schomp bmw,35100,29000,2015-04-29 04:45:00
2014,BMW,5 Series Gran Turismo,550i,Hatchback,automatic,wba5m6c54ed085961,fl,4.0,16470.0,blue,gray,braman honda of palm beach,50700,23000,2015-04-24 02:35:00
2012,Nissan,Murano,SV,SUV,,jn8az1mu3cw107370,ca,3.7,63991.0,white,beige,nissan-infiniti lt,15900,13000,2015-04-28 05:30:00
2012,Toyota,Camry,LE,Sedan,,4t1bf1fk9cu019919,pa,4.5,30164.0,silver,gray,scerbo auto leasing inc,13700,27300,2015-04-24 02:15:00
2010,Suzuki,Grand Vitara,Premium,SUV,,js3te0d2xa4100032,nc,2.0,1.0,black,gray,pra receivables management llc,6350,10000,2015-04-27 02:30:00
2009,,,,,manual,jhmge87479c000563,il,1.7,99074.0,black,gray,remarketing by ge/rock valley credit union,6525,4100,2015-04-30 03:00:00
2008,Nissan,Titan,SE,Crew Cab,automatic,1n6aa07d48n314725,nj,2.4,105855.0,silver,black,stream llc dba stream remarketing solutions,11250,7700,2015-04-29 02:30:00
2007,GMC,Sierra 2500HD,SLE1,Extended Cab,automatic,1gthk29kx7e585129,tx,3.1,193468.0,white,—,wheels exchange llc,8475,6500,2015-04-29 03:00:00
2006,BMW,5 Series,525xi,Sedan,,wbanf33586cs35750,nj,2.0,111194.0,blue,beige,meridian remarketing,7800,5900,2015-04-29 02:30:00
2006,Cadillac,DTS,Luxury III,Sedan,automatic,1g6kd57y06u230826,md,1.9,137664.0,black,black,jim coleman honda,3650,3500,2015-04-28 02:30:00
2006,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58k769140042,nc,2.0,129366.0,brown,beige,dt credit corporation,3550,800,2015-04-28 01:30:00
2006,,,,,automatic,2a4gf68496r841007,nm,2.1,1.0,blue,black,wells fargo dealer services,5800,500,2015-04-29 04:30:00
2004,Ford,F-150,FX4,SuperCrew,automatic,1ftpw145x4kb79859,wa,1.9,89858.0,gray,black,repo remarketing/verity credit union,10150,9200,2015-04-29 05:30:00
2004,Kia,Rio,Base,Sedan,automatic,knadc125046349280,ga,1.9,223744.0,gray,gray,toyota of greenville,600,600,2015-04-28 06:00:00
2004,Mitsubishi,Endeavor,XLS,SUV,automatic,4a4mm31sx4e005750,tx,1.2,158132.0,silver,black,santander consumer,2025,2500,2015-04-28 04:00:00
2004,Saturn,VUE,Base,SUV,automatic,5gzcz63424s896055,pa,2.6,191194.0,red,beige,spitzer toyota scion,950,1000,2015-04-29 05:00:00
2002,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gchk23u22f245115,tx,1.9,155682.0,beige,tan,quality acceptance,7700,4600,2015-04-29 03:05:00
2015,Chevrolet,Impala,LT,Sedan,automatic,2g1125s37f9184380,fl,2.0,5053.0,black,gray,hertz/tra,22200,7600,2015-04-28 02:00:00
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap6en336602,ca,4.2,11896.0,brown,beige,nissan north america inc.,15250,14250,2015-04-28 05:30:00
2014,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap8ec489916,nj,1.0,20207.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,17650,7000,2015-04-29 05:00:00
2014,Nissan,Sentra,SV,Sedan,,3n1ab7ap8ey205584,ca,4.5,16430.0,silver,gray,nissan north america inc.,12100,18750,2015-04-28 05:30:00
2013,BMW,7 Series,750i,Sedan,automatic,wbaya8c55dds15326,ca,2.1,25185.0,—,black,financial services remarketing (lease),70000,63000,2015-04-28 05:30:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f22dl263382,mo,4.4,36276.0,silver,black,remarketing by ge/mid american credit union,10650,10900,2015-04-29 03:30:00
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap8dl869945,ca,4.2,23340.0,—,black,nissan motor acceptance corporation,10050,11000,2015-04-28 05:30:00
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a38dc016549,nv,3.9,58605.0,black,black,the hertz corporation,11550,9500,2015-04-24 05:00:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv6cw379755,co,3.9,141814.0,gray,black,lease plan usa,12600,7300,2015-04-28 05:00:00
2010,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcrksea7ag201888,ga,2.1,104943.0,gray,beige,wells fargo dealer services,17000,12000,2015-04-30 03:00:00
2008,BMW,5 Series,528i,Sedan,,wbanu53548ct11565,fl,1.9,125785.0,white,gray,westlake financial services,7450,9300,2015-04-30 08:00:00
2008,Dodge,Caliber,SXT,Wagon,automatic,1b3hb48b38d786439,nv,3.3,90096.0,silver,blue,unique autos,4750,3100,2015-04-30 05:00:00
2008,Hyundai,Accent,GLS,Sedan,automatic,kmhcn46c88u239626,nv,2.8,81718.0,silver,gray,members auto brokerage service inc,3825,2100,2015-04-30 05:00:00
2008,Scion,tC,Base,Hatchback,automatic,jtkde167680268200,fl,1.9,114159.0,black,—,westlake financial services,5725,2300,2015-04-30 08:00:00
2007,Cadillac,SRX,V6,SUV,automatic,1gyee637870169464,tx,2.0,88661.0,silver,black,repo remarketing inc,8200,5700,2015-04-29 03:00:00
2006,BMW,7 Series,750i,Sedan,automatic,wbahl83576dt02285,nj,1.9,137246.0,green,beige,auto market,6425,4400,2015-04-29 02:30:00
2006,Ford,Ranger,XLT,Regular Cab,,1ftyr10u36pa02388,nj,1.9,121428.0,—,gray,ge fleet services for itself/servicer,4400,2600,2015-04-29 02:30:00
2006,Volkswagen,Passat,2.0T,Sedan,automatic,wvwek73c06p135073,la,1.9,144153.0,gold,brown,nextgear capital,2475,1200,2015-04-29 04:00:00
2005,,,,,automatic,2c4gm68425r649521,ny,2.0,130560.0,blue,gray,new city funding,2975,300,2015-04-29 03:00:00
2003,Honda,Accord,LX,Coupe,automatic,1hgcm72263a007429,la,1.0,191633.0,silver,gray,nextgear capital,2600,600,2015-04-29 04:00:00
2002,BMW,5 Series,525i,Sedan,automatic,wbadt43432gy97367,il,1.9,1.0,silver,black,nationwide acceptance,5225,1500,2015-04-28 04:00:00
2002,Ford,Taurus,SES,Sedan,automatic,1fafp55u92a233196,oh,2.5,113666.0,gray,gray,orbit leasing inc.,1125,350,2015-04-28 02:30:00
2002,Nissan,Altima,2.5 SL,Sedan,automatic,1n4al11d32c713839,ut,3.0,145569.0,gray,black,universal acceptance,2025,1700,2015-04-29 04:30:00
1999,Cadillac,DeVille,Concours,Sedan,automatic,1g6kf5493xu722422,ut,1.0,1.0,gold,—,titlemax/salt lake city ut3,2175,350,2015-04-29 05:30:00
1999,Chevrolet,Cavalier,Base,Sedan,automatic,1g1jc5245x7263541,va,1.9,136243.0,white,gray,the hertz corporation,625,300,2015-04-29 17:00:00
1998,Ford,Expedition,XLT,SUV,automatic,1fmru18w0wla42665,ut,1.0,183481.0,gold,tan,titlemax/tooele ut1,1275,350,2015-04-29 06:00:00
1998,,,,,automatic,1fmpu18l9wla98701,ga,1.9,174680.0,red,gray,asbury automotive group,1525,1100,2015-04-28 06:00:00
1998,Lexus,LS 400,Base,Sedan,automatic,jt8bh28f1w0136277,ga,2.4,152085.0,black,tan,nalley honda,3700,1800,2015-04-28 06:00:00
1997,Honda,Accord,LX,Sedan,automatic,1hgcd5634va260355,ut,1.0,249558.0,black,gray,titlemax/murray ut1,550,250,2015-04-29 05:30:00
2013,Mazda,Mazda2,Touring,Hatchback,automatic,jm1de1lyxd0160774,mi,3.5,61207.0,silver,black,the hertz corporation,8200,5900,2015-04-30 02:30:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv9cw709078,tx,3.7,32430.0,silver,black,nissan-infiniti lt,15300,12400,2015-04-29 03:30:00
2012,Ram,2500,SLT,Crew Cab,automatic,3c6ud5dl6cg269134,tx,2.8,72620.0,white,black,barco rent a truck,29800,28300,2015-04-28 03:00:00
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4br244643,ca,2.7,110177.0,burgundy,gray,ge fleet services for itself/servicer,6250,4600,2015-04-30 05:00:00
2010,Chevrolet,Camaro,1LT,Coupe,automatic,2g1fb1ev3a9145354,il,1.9,59055.0,gray,black,tdaf remarketing,15050,11600,2015-04-28 04:00:00
2009,Chevrolet,Impala,LS,Sedan,automatic,2g1wb57k891227276,mi,2.0,118913.0,silver,gray,mid atlantic finance/clearwater,4650,2200,2015-04-30 02:30:00
2008,,,,,automatic,1gbdv13w58d209753,ca,3.8,146103.0,white,gray,ge fleet services for itself/servicer,3675,2200,2015-04-30 05:00:00
2008,GMC,Acadia,SLT-1,SUV,automatic,1gker237x8j129602,tx,3.3,105489.0,silver,—,johnson sewell ford lincoln llc,11600,8000,2015-04-29 03:00:00
2008,Nissan,Armada,SE,SUV,automatic,5n1aa08d88n612191,az,1.9,131454.0,black,black,pra receivables management llc,9525,6400,2015-04-29 05:00:00
2007,Chevrolet,Express,LS 3500,Van,automatic,1gahg39u071132341,ca,1.9,55269.0,white,gray,manheim riverside,9425,6250,2015-04-28 05:30:00
2007,Chevrolet,Tahoe,LT,SUV,automatic,1gnfk13087r104402,mi,2.8,273531.0,—,beige,pra receivables management llc,7675,5800,2015-04-30 02:30:00
2006,Chevrolet,Cobalt,LT,Sedan,automatic,1g1al55f667798728,oh,1.9,109080.0,black,gray,dt inventory,2525,2000,2015-04-30 02:00:00
2005,Chevrolet,Malibu,Base,Sedan,automatic,1g1zs52f05f276501,fl,1.9,114829.0,green,gray,branford motor 1,2600,500,2015-04-28 02:15:00
2005,Chevrolet,Equinox,LS,SUV,automatic,2cndl13f156141491,fl,2.6,160012.0,white,gray,ge fleet services for itself/servicer,2150,2600,2015-04-28 11:00:00
