year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Infiniti,G Sedan,G37x,g sedan,automatic,jn1cv6ar8dm753467,oh,2.9,25785.0,silver,gray,infiniti financial services,21000,20500,2015-07-09 07:00:00
2013,Mercedes-Benz,E-Class,E350 Sport,sedan,automatic,wddhf5kbxda692111,ca,1.9,23589.0,gray,black,bidlane llc,29000,29000,2015-07-07 09:00:00
2012,Ford,Fusion,SE,sedan,automatic,3fahp0hg4cr260377,fl,3.8,53666.0,blue,—,hyundai of new port richey,9675,9000,2015-07-07 06:10:00
2012,Infiniti,M,M37,sedan,automatic,jn1by1ap6cm335900,ca,2.9,45302.0,black,black,nissan infiniti lt,23200,27000,2015-07-07 09:30:00
2015,Nissan,Versa Note,1.6 SV,hatchback,automatic,3n1ce2cp2fl369668,ga,2.3,4794.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,11300,7300,2015-07-09 07:00:00
2008,Ford,F-150,Lariat,supercrew,automatic,1ftpw14588fa22684,nj,4.5,85624.0,black,black,ars/ford-lincoln dealer program,17300,20700,2015-07-01 06:30:00
2007,Mercedes-Benz,CLS-Class,CLS550,sedan,automatic,wdddj72x97a091779,nc,2.9,106374.0,burgundy,beige,allegacy fcu,12950,12600,2015-07-09 06:20:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,van,automatic,1fbss3bl4eda71010,ga,3.6,26851.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,24800,21600,2015-07-07 06:00:00
2014,Ford,Taurus,Limited,sedan,automatic,1fahp2f88eg179528,ny,4.7,33602.0,gray,black,ford motor credit company,17650,16400,2015-07-07 07:30:00
2012,Hyundai,Veloster,Base,hatchback,,kmhtc6ad4cu044777,pa,4.4,23930.0,white,gray,jyd auto leasing & sales llc,12400,12500,2015-07-03 06:00:00
2012,Infiniti,G Sedan,G37x,g sedan,automatic,jn1cv6arxcm673800,nj,3.4,48943.0,gray,beige,nissan infiniti lt,17700,17800,2015-07-01 06:30:00
2011,Ford,Fusion,SE,sedan,automatic,3fahp0ha8br299418,tx,3.4,104430.0,silver,black,fiserv/sierra auto finance,6400,3600,2015-07-08 07:20:00
2009,Ford,Ranger,SPORT,supercab,,1ftzr45ex9pa38929,on,4.1,51312.0,black,gray,oakville chrysler dodge jeep ram,14550,14400,2015-07-03 06:00:00
2009,Lexus,IS 250,Base,sedan,automatic,jthbk262492092365,md,2.7,111015.0,gray,black,amber auto,12250,10600,2015-07-01 06:30:00
2006,Chevrolet,Tahoe,LS,suv,automatic,1gnec13z16r129616,tx,2.1,138070.0,white,beige,fiserv/sierra auto finance,6250,5900,2015-07-08 07:20:00
2004,,,,,manual,jm1fe173940112982,pa,3.5,82860.0,blue,black,all state motor inc,3775,7100,2015-07-07 06:30:00
2013,Ford,Edge,SEL,suv,,2fmdk3jc2dba38447,qc,4.2,29885.0,white,black,canadian road leasing co & ford credit canda ltd,21000,18100,2015-07-03 06:00:00
2013,Nissan,Murano,S,suv,automatic,jn8az1mw0dw312745,nj,1.0,42553.0,blue,black,wells fargo dealer services,16400,11400,2015-07-08 06:30:00
2013,Mitsubishi,Outlander Sport,ES,suv,automatic,4a4ap3au2de011182,tx,4.0,47471.0,gray,black,remktgedge / cars / carfinance capital llc,10850,7400,2015-07-02 07:30:00
2013,Nissan,Frontier,SV,crew cab,,1n6ad0ev9dn732632,pa,4.8,30957.0,gray,gray,avis corporation,20900,21600,2015-07-01 07:30:00
2013,Nissan,Sentra,SV,sedan,,3n1ab7ap2dl695466,tx,3.6,50161.0,white,black,dtg operations inc,9625,9900,2015-07-01 07:00:00
2012,Chevrolet,Corvette,Base,coupe,manual,1g1ya2dw8c5100874,ga,4.8,1.0,red,black,scott evans chrysler dodge jeep,31800,37000,2015-07-07 06:30:00
2012,Ford,F-150,FX4,supercrew,,1ftfw1ef5ckd62913,qc,4.8,24914.0,black,black,goldstar motors,32100,29600,2015-07-03 06:00:00
2012,Ford,Fusion,S,sedan,automatic,3fahp0ga9cr310056,tx,4.0,24881.0,silver,gray,"ford motor credit company,llc",10650,10600,2015-07-09 07:30:00
2012,Ford,Focus,Titanium,hatchback,automatic,1fahp3n22cl182819,pa,3.1,50604.0,gray,black,melvin g rhoades auto sales llc,11050,12200,2015-07-08 06:30:00
2012,Nissan,Altima,2.5,sedan,automatic,1n4al2ap9cn553018,pa,2.8,51983.0,white,black,nissan-infiniti lt,10500,10700,2015-07-07 07:30:00
2012,Nissan,Frontier,SV,king cab,,1n6ad0cw5cc429661,pa,1.9,29586.0,—,black,nissan-infiniti lt,19650,16200,2015-07-03 06:00:00
2012,Ram,1500,SLT,quad cab,automatic,1c6rd6gt5cs152984,tx,2.8,90846.0,green,black,remktgedge / cars / carfinance capital llc,17000,16000,2015-07-08 07:00:00
2012,Toyota,Tundra,Tundra FFV,crewmax cab,automatic,5tfdw5f10cx270192,tx,2.9,84933.0,gray,beige,walser leasing,24200,23700,2015-07-01 07:00:00
2011,Dodge,Grand Caravan,C/V,minivan,automatic,2d4jn1ag8br719306,ca,2.4,113494.0,—,black,wheels exchange llc,5625,3200,2015-07-07 09:00:00
2011,,,,,automatic,1fdne3bl1bda64832,ca,2.7,65259.0,white,gray,"vpsi, inc",13500,12500,2015-07-09 08:30:00
2009,Audi,A3,2.0T quattro,wagon,,waukf78p69a056675,pa,3.5,131905.0,gray,tan,r hollenshead auto sales inc,10400,8700,2015-07-03 06:00:00
2008,Ford,F-250 Super Duty,XLT,supercab,automatic,1ftsx20r88eb80602,fl,2.8,86366.0,white,gray,autonation ford delray,14600,13800,2015-07-09 06:45:00
2008,Mazda,Mazda3,i Touring,sedan,automatic,jm1bk32f781134788,tx,2.7,79355.0,blue,black,santander consumer,5575,6100,2015-07-08 07:00:00
2006,Lexus,GS 300,Base,sedan,automatic,jthch96s160019148,nj,2.3,145604.0,black,black,moshina motors inc,7975,8000,2015-07-01 06:00:00
2005,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4gr48k05c514139,tx,2.7,101248.0,blue,gray,dt credit corporation,5600,4300,2015-07-08 07:30:00
2014,Ford,Escape,SE,suv,automatic,1fmcu9g99eua42513,ny,4.3,25599.0,black,gray,"ford motor credit company,llc",18900,18800,2015-07-03 06:00:00
2013,Ford,Fusion,Titanium,sedan,automatic,3fa6p0k95dr290247,mi,4.9,21771.0,black,black,"ford motor credit company,llc",27500,17500,2015-07-01 07:00:00
2013,Ford,Taurus,SE,sedan,automatic,1fahp2d86dg150627,tx,3.0,48150.0,white,beige,lease plan usa,12250,11600,2015-07-02 07:30:00
2013,Honda,CR-V,EX-L,suv,automatic,2hkrm4h71dh600121,pa,4.3,42553.0,black,black,r hollenshead auto sales inc,21100,19100,2015-07-03 06:00:00
2013,Lexus,RX 350,Base,suv,automatic,2t2bk1ba2dc172648,ca,3.8,20549.0,black,black,lexus financial services,31600,32800,2015-07-07 09:00:00
2006,Porsche,Cayenne,Base,suv,automatic,wp1aa29p86la27661,nj,2.0,94369.0,gray,gray,santander consumer,10150,6100,2015-07-07 06:30:00
2013,Toyota,Camry,SE,sedan,automatic,4t1bf1fk7du246561,nc,3.0,58643.0,silver,black,the hertz corporation,11700,11500,2015-07-07 07:00:00
2013,Toyota,Corolla,LE,sedan,,5yfbu4ee8dp157814,nc,3.5,54627.0,silver,gray,the hertz corporation,9750,10100,2015-07-07 07:00:00
2013,Toyota,Highlander,Limited,suv,,5tddk3eh7ds178440,pa,4.4,33629.0,gray,black,r hollenshead auto sales inc,29900,30000,2015-07-01 07:30:00
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4eexdp206026,nc,3.3,51171.0,white,gray,the hertz corporation,9925,9400,2015-07-07 07:00:00
2013,Toyota,Tacoma,V6,double cab,automatic,5tflu4en9dx064905,ga,4.8,28495.0,white,gray,jim ellis,26900,29000,2015-07-01 07:30:00
2012,Audi,Q5,3.2 Premium Plus quattro,suv,automatic,wa1dkafp9ca093955,fl,4.4,38293.0,black,beige,prestige audi,29700,28250,2015-07-01 07:20:00
2012,BMW,5 Series,528i,sedan,automatic,wbaxg5c58cdx06447,fl,4.3,47676.0,beige,beige,andrew thomas motorcars,24300,24900,2015-07-07 06:30:00
2012,BMW,3 Series,328i,coupe,automatic,wbake5c52ce756089,ca,2.9,40454.0,black,—,financial services remarketing (lease),20000,19750,2015-07-02 09:30:00
2012,BMW,6 Series,650i,convertible,automatic,wbalz3c50cdl71102,ca,3.4,23680.0,gray,black,financial services remarketing (lease),46200,43750,2015-07-02 09:30:00
2012,Chevrolet,Silverado 2500HD,LT,crew cab,automatic,1gc1kxcg1cf125803,tx,4.4,89312.0,red,black,donlen corporation,22200,22800,2015-07-14 06:30:00
2012,Chevrolet,Impala,LS Fleet,sedan,automatic,2g1wf5e36c1330803,ga,3.1,95670.0,silver,black,santander consumer,6600,5700,2015-07-02 07:00:00
2012,Ford,Escape,XLT,suv,automatic,1fmcu9d71ckc56178,ms,3.9,74641.0,white,tan,donlen corporation,11650,10600,2015-07-01 07:30:00
2012,Ford,F-150,Lariat,supercrew,,1ftvw1et1ckd08123,ab,2.5,93156.0,brown,black,go auto outlet west,24800,22750,2015-07-08 08:30:00
2012,Ford,Mustang,GT,coupe,manual,1zvbp8cf8c5244681,sc,3.1,98751.0,silver,black,andrew thomas motorcars,15150,16200,2015-07-07 06:15:00
2012,Ford,Fusion,SEL,sedan,automatic,3fahp0ja5cr358744,ny,4.2,33563.0,blue,black,"ford motor credit company,llc",12200,10000,2015-07-03 06:00:00
2012,Ford,Fusion,SEL,sedan,automatic,3fahp0ja9cr358424,ny,4.2,19099.0,black,black,"ford motor credit company,llc",13250,11200,2015-07-03 06:00:00
2012,Honda,CR-V,EX-L,suv,automatic,5j6rm3h78cl008293,tx,4.2,65138.0,black,black,fiserv/regions bank,17850,17400,2015-07-01 07:20:00
2012,Honda,CR-V,EX-L,suv,automatic,2hkrm4h78ch618484,pa,4.0,60870.0,gray,gray,jack pfister autos,18300,19000,2015-07-07 06:30:00
2012,Honda,CR-V,EX,suv,automatic,5j6rm4h50cl033564,in,4.9,47616.0,burgundy,gray,s swope honda world,16500,17000,2015-07-01 07:30:00
2012,Honda,Odyssey,EX,minivan,,5fnrl5h41cb083446,pa,3.5,18794.0,black,gray,"ahfc/honda lease trust/hvt, inc. eot",19500,18400,2015-07-03 06:00:00
2012,Lexus,ES 350,Base,sedan,automatic,jthbk1eg1c2496027,fl,4.1,24038.0,gray,beige,lexus financial services,21500,21600,2015-07-07 06:30:00
2012,Lexus,IS 250,Base,sedan,automatic,jthbf5c28c5170971,fl,1.9,29196.0,gray,beige,lexus financial services,21100,20800,2015-07-06 06:30:00
2012,Nissan,Altima,2.5,sedan,automatic,1n4al2ap1cn579841,fl,2.7,33745.0,black,black,nissan-infiniti lt,11600,12400,2015-07-07 07:00:00
2012,Nissan,Altima,2.5,sedan,automatic,1n4al2ap1cn570430,fl,3.5,50050.0,beige,tan,nissan-infiniti lt,10600,12400,2015-07-07 06:30:00
2012,Nissan,Maxima,3.5 SV,sedan,automatic,1n4aa5ap2cc852529,fl,3.7,38137.0,black,black,nissan-infiniti lt,16600,15600,2015-07-02 06:45:00
2012,Nissan,Maxima,3.5 SV,sedan,automatic,1n4aa5ap4cc805180,fl,4.6,37340.0,blue,black,nissan-infiniti lt,11400,14400,2015-07-01 06:00:00
2012,Nissan,Leaf,SL,hatchback,automatic,jn1az0cp0ct017860,ga,4.4,34479.0,red,gray,nissan-infiniti lt,7550,8400,2015-07-07 06:30:00
2012,Nissan,Murano,SL,suv,automatic,jn8az1mu0cw103096,fl,4.6,50878.0,gray,black,nissan-infiniti lt,18350,16800,2015-07-09 06:45:00
2012,Toyota,FJ Cruiser,Base,suv,automatic,jtebu4bf8ck123409,pa,4.0,61607.0,white,black,de felice of pt pleasant inc,28000,28250,2015-07-08 07:30:00
2012,Toyota,Prius,Three,hatchback,automatic,jtdkn3du6c5435816,md,3.1,36189.0,black,gray,toyota financial services,13700,14000,2015-07-03 06:00:00
2011,Cadillac,CTS Coupe,Performance,cts coupe,automatic,1g6dl1ed9b0160345,mi,4.3,39688.0,silver,gray,northway ford lincoln,22000,22000,2015-07-08 07:30:00
2011,Ford,Fusion,SEL,sedan,automatic,3fahp0cg4br180793,va,3.3,80552.0,white,tan,ari,8950,8200,2015-07-09 06:35:00
2011,Ford,Ranger,XL,regular cab,manual,1ftkr1ad0bpa50283,in,3.6,67165.0,blue,gray,santander consumer,9275,8700,2015-07-02 07:00:00
2011,Infiniti,FX,FX35,suv,automatic,jn8as1mu0bm110211,ga,3.7,46535.0,black,black,nissan infiniti lt,24200,25200,2015-07-07 06:30:00
2011,Jeep,Liberty,Limited,suv,automatic,1j4pn5gk3bw502466,mi,4.0,53468.0,black,black,northway ford lincoln,15500,15800,2015-07-07 06:30:00
2011,Land Rover,Range Rover,HSE,suv,automatic,salme1d47ba343691,fl,4.7,63696.0,blue,beige,fiserv/usb dealer services northstar exchange,31100,30000,2015-07-07 06:30:00
2011,Land Rover,LR4,V8,suv,automatic,salak2d47ba570610,in,4.3,66721.0,white,beige,quality auto wholesale llc,27900,28500,2015-07-01 07:30:00
2010,Honda,Odyssey,Touring,minivan,automatic,5fnrl3h92ab083663,in,3.4,60878.0,black,gray,honda of america manufacturing,17950,19750,2015-07-01 07:30:00
2010,Jeep,Liberty,Sport,suv,automatic,1j4pn2gk6aw109798,nj,4.8,44632.0,beige,gray,lester glenn buick,13250,13200,2015-07-03 06:00:00
2009,Lexus,IS 250,Base,sedan,automatic,jthbk262195088935,fl,1.9,46573.0,white,white,arg inc,16200,14600,2015-07-03 06:30:00
2009,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,sedan,automatic,wddgf81x79r054398,fl,3.3,65336.0,black,black,gm financial,12850,12000,2015-07-07 06:15:00
2009,Porsche,Cayenne,S,suv,automatic,wp1ab29p59la41471,fl,2.9,53894.0,black,black,napletons north palm auto park inc,22000,21800,2015-07-07 06:30:00
2008,Audi,A4,2.0T,sedan,automatic,wauaf78e88a168984,nv,3.9,37781.0,silver,black,unique autos,10300,13100,2015-07-03 08:55:00
2015,Mercedes-Benz,C-Class,C250,coupe,automatic,wddgj4hb8fg367923,fl,4.4,10621.0,white,burgundy,mercedes-benz financial services,28000,28500,2015-07-07 06:30:00
2015,Lexus,RX 350,F Sport,suv,automatic,2t2bk1ba4fc297251,fl,5.0,7379.0,silver,red,coral springs honda,41200,44800,2015-07-01 07:20:00
2008,Ford,Edge,Limited,suv,,2fmdk49c48ba19012,pa,2.1,82465.0,gray,black,ars/ford-lincoln dealer program,11650,8000,2015-07-03 06:00:00
2008,Ford,Escape,XLT,suv,automatic,1fmcu93z38ka70703,md,2.0,133692.0,silver,black,"ford motor credit company,llc pd",5000,3400,2015-07-07 06:30:00
2008,Ford,F-150,XLT,supercrew,automatic,1ftpw14v48kd08698,mi,3.6,,black,black,larry hudson chevrolet buick gmc inc,15650,16700,2015-07-02 06:30:00
2008,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,wddgf54x38f054120,fl,3.7,36901.0,white,black,the collection,14200,15500,2015-07-08 07:20:00
2007,Chevrolet,Corvette,Base,convertible,automatic,1g1yy36u975129495,fl,2.7,105775.0,black,black,gte fcu,22600,15300,2015-07-08 06:00:00
2015,Nissan,GT-R,Premium,coupe,automatic,jn1ar5ef8fm280369,tx,4.1,19438.0,red,black,nissan north america inc.,71000,72500,2015-07-08 17:15:00
2007,Ford,F-150,Lariat,supercrew,automatic,1ftpw14vx7fb20386,mi,3.5,83603.0,black,black,larry hudson chevrolet buick gmc inc,16800,15500,2015-07-07 06:30:00
2007,Infiniti,M35,x,sedan,automatic,jnkay01f47m456150,pa,3.2,105127.0,gray,beige,r hollenshead auto sales inc,9750,9900,2015-07-03 06:00:00
2007,Saturn,Aura,XE,sedan,automatic,1g8zs57n17f246542,ga,2.9,82083.0,blue,tan,carworks inc,5500,5800,2015-07-02 07:00:00
2015,Toyota,4Runner,Limited,suv,automatic,jtebu5jr1f5211920,wi,5.0,349.0,silver,black,toyota financial services,41200,41900,2015-07-07 06:10:00
2005,Acura,MDX,Touring,suv,automatic,2hnyd18875h541972,tx,3.4,106172.0,white,tan,remktgedge / cars / carfinance capital llc,7250,6100,2015-07-01 07:00:00
2004,Honda,Accord,EX V-6,coupe,automatic,1hgcm82634a011139,nj,3.0,106060.0,blue,black,auto lender liquidation center,3675,4900,2015-07-02 06:35:00
2004,Pontiac,Sunfire,Base,coupe,automatic,1g2jb12f447289925,nc,1.9,1.0,silver,gray,crossroads ford lincoln of shelby,1225,1300,2015-07-06 06:00:00
1999,Honda,Accord,LX V6,sedan,automatic,1hgcg1644xa000159,nj,1.9,152278.0,gold,tan,purple heart services inc,1225,1000,2015-07-07 09:45:00
1999,Nissan,Altima,GXE,sedan,automatic,1n4dl01d2xc104899,nj,2.7,103278.0,black,gray,purple heart services inc,975,800,2015-07-07 17:15:00
2014,Chrysler,Town and Country,Touring,minivan,,2c4rc1bg5er357671,va,4.0,35582.0,gray,black,pv holding inc/gdp,18050,18000,2015-07-09 06:05:00
2014,Ford,E-Series Van,E-250,e-series van,,1ftne2ew4eda43935,nj,3.0,12176.0,white,gray,u-haul,19150,18800,2015-07-01 06:30:00
2014,Ford,Fusion,SE,sedan,,1fa6p0h77e5405523,pa,4.9,33371.0,red,black,avis budget group,10950,12300,2015-07-02 07:00:00
2014,Toyota,4Runner,SR5,suv,,jtebu5jr3e5164923,pa,4.9,13723.0,black,black,r hollenshead auto sales inc,30600,31000,2015-07-01 07:30:00
2013,Cadillac,SRX,Luxury,suv,automatic,3gyfnce38ds512176,va,3.1,49470.0,pink,black,donlen corporation,20800,21600,2015-07-02 06:20:00
2013,Chevrolet,Spark,LS,hatchback,automatic,kl8cb6s94dc515151,fl,4.4,54638.0,green,black,gm financial,6300,6800,2015-07-07 06:15:00
2013,Ford,Escape,SE,suv,automatic,1fmcu0gx4dua02977,ga,3.7,35041.0,gray,black,ford motor credit company,15000,12600,2015-07-02 07:00:00
2013,Ford,Explorer,Limited,suv,automatic,1fm5k8f80dga28692,tn,2.1,53576.0,—,black,"ford motor credit company,llc",24800,22000,2015-07-08 07:30:00
2013,Ford,Focus,SE,sedan,automatic,1fadp3f2xdl217427,md,4.3,21245.0,gray,black,"ford motor credit company,llc pd",11100,9100,2015-07-03 05:45:00
2013,Infiniti,G Coupe,G37x,g coupe,automatic,jn1cv6el2dm981065,tn,3.7,16366.0,white,black,nissan infiniti lt,24600,20800,2015-07-09 06:45:00
2013,Lincoln,MKS,Base,sedan,automatic,1lnhl9ft3dg604165,fl,4.8,38896.0,—,tan,ars/ford-lincoln dealer program,23400,23800,2015-07-08 07:30:00
2013,Mercedes-Benz,SL-Class,SL550,convertible,,wddjk7da8df005675,pa,4.7,8524.0,white,red,sports car leasing,72000,76750,2015-07-03 06:00:00
2015,Ford,Mustang,V6,coupe,manual,1fa6p8am5f5327128,ga,4.7,12324.0,white,gray,ars/budget rac of atlanta,22800,23500,2015-07-07 06:30:00
2013,Subaru,XV Crosstrek,Premium,suv,automatic,jf2gpacc7dh852375,tx,4.2,27739.0,gray,black,td auto finance,18750,17800,2015-07-09 07:30:00
2013,Toyota,Corolla,LE,sedan,automatic,jtdbu4ee1dj115182,tn,4.1,28943.0,black,gray,world omni financial corporation,11200,12400,2015-07-01 07:30:00
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,minivan,automatic,5tdkk3dc2ds314938,fl,3.9,72000.0,red,tan,northwestern chrys/j/d/ge,15750,14500,2015-07-08 06:30:00
2013,Volkswagen,Passat,Wolfsburg Edition PZEV,sedan,,1vwap7a39dc097041,md,4.1,43104.0,gray,gray,credit acceptance corp/vrs/southfield,10050,10000,2015-07-03 06:00:00
2013,Volkswagen,Passat,TDI SE,sedan,,1vwbn7a3xdc076533,tx,3.7,39454.0,blue,tan,ge fleet services for itself/servicer,15500,15000,2015-07-08 07:00:00
2012,BMW,3 Series,328i,sedan,automatic,wba3a5c55cf349863,fl,4.0,38098.0,white,black,financial services remarketing (lease),21400,19500,2015-07-07 06:00:00
2012,Dodge,Avenger,SE,sedan,automatic,1c3cdzab3cn132607,mo,3.3,78105.0,black,black,santander consumer,7125,7700,2015-07-01 07:30:00
2012,Chrysler,300,Limited,sedan,automatic,2c3ccacg1ch195176,tx,3.4,21558.0,white,black,fiserv/citizens one auto finance,17200,18000,2015-07-01 07:00:00
2012,Honda,Accord,SE,sedan,automatic,1hgcp2f69ca158496,nj,4.4,38596.0,black,black,"ahfc/honda lease trust/hvt, inc. eot",12600,13700,2015-07-07 06:30:00
2012,Honda,CR-V,EX-L,suv,automatic,5j6rm4h76cl024062,mi,4.3,69865.0,blue,gray,ars/ford-lincoln dealer program,17500,17300,2015-07-08 07:30:00
2012,Honda,Civic,LX,coupe,automatic,2hgfg3b5xch556379,ca,1.9,22127.0,red,gray,scott robinson honda,11900,9400,2015-07-07 09:00:00
2012,Honda,CR-V,EX,suv,automatic,5j6rm3h50cl047331,ca,4.8,29464.0,gray,black,mercedes benz of bakersfield,16950,16250,2015-07-07 09:30:00
2012,Honda,Odyssey,Touring,minivan,automatic,5fnrl5h99cb086042,tx,3.7,92904.0,black,gray,j baer remarketing,20400,18000,2015-07-03 08:00:00
2012,Nissan,Murano,LE,suv,automatic,jn8az1mu9cw104957,in,3.5,94527.0,gray,black,ge fleet services for itself/servicer,12000,14000,2015-07-01 10:30:00
2012,Ram,1500,ST,crew cab,automatic,1c6rd7kt9cs144660,tx,2.8,31290.0,black,black,chrysler capital,23500,22700,2015-07-09 07:30:00
2012,Ram,1500,ST,crew cab,automatic,1c6rd7kt7cs186373,va,4.9,44212.0,blue,gray,wells fargo dealer services,21000,22600,2015-07-07 06:15:00
2011,Chevrolet,Aveo,LS,sedan,automatic,kl1td5de2bb196347,mo,2.6,48937.0,red,black,fiserv/security national automotive accept corp,6000,5500,2015-07-08 17:15:00
2011,Ford,Escape,Limited,suv,automatic,1fmcu0eg4bka53567,il,1.9,53904.0,black,black,"ford motor credit company,llc",11200,7300,2015-07-07 07:00:00
2011,Ford,Mustang,GT,coupe,automatic,1zvbp8cf9b5153062,fl,3.3,63361.0,black,black,santander consumer,17050,18400,2015-07-09 06:00:00
2011,Mazda,Mazda3,i Sport,sedan,automatic,jm1bl1uf7b1368113,va,2.5,70414.0,gray,black,wells fargo dealer services,7275,7300,2015-07-01 06:30:00
2011,Nissan,Pathfinder,SV,suv,,5n1ar1nn8bc601934,ms,3.2,135144.0,white,tan,santander consumer,8775,7700,2015-07-07 12:00:00
2011,Toyota,Tundra,Tundra,double cab,automatic,5tfrm5f11bx028781,tx,3.8,89732.0,green,tan,"consolidated asset recovery systems, inc.",15200,13250,2015-07-14 06:30:00
2010,Chevrolet,Colorado,Work Truck,extended cab,automatic,1gcktbd94a8145209,ca,4.1,42529.0,white,black,premier motors inc,13450,14700,2015-07-07 09:30:00
2010,Chevrolet,Traverse,LT1,suv,automatic,1gnlvfed8as116492,ny,3.4,78156.0,white,black,chrysler capital,13450,10300,2015-07-03 06:00:00
2010,Dodge,Caliber,SXT Fleet,wagon,automatic,1b3cb4ha4ad613813,co,2.9,69826.0,silver,black,carfinders inc,7025,6700,2015-07-08 08:45:00
2010,Hyundai,Tucson,Limited,suv,automatic,km8jucacxau022421,ny,4.0,70303.0,green,black,santander consumer,12050,8500,2015-07-03 06:00:00
2009,BMW,3 Series,335d,sedan,automatic,wbapn73569a265395,tx,3.9,17972.0,red,beige,ge fleet services for itself/servicer,17350,12750,2015-07-03 09:00:00
2009,Dodge,Journey,SXT,suv,automatic,3d4gh57v69t600935,ny,4.2,60268.0,white,gray,chrysler capital,10300,10300,2015-07-03 06:00:00
2009,Ford,F-150,XLT,supercrew,automatic,1ftpw12vx9ka89251,tx,3.9,86767.0,—,tan,ge fleet services for itself/servicer,16100,14000,2015-07-02 07:30:00
2015,Mitsubishi,Outlander Sport,ES,suv,automatic,4a4ap3au2fe016823,tx,2.3,6143.0,black,black,santander consumer,14400,11500,2015-07-09 07:30:00
2008,,,,,automatic,2g1wu583989222640,mo,1.9,100997.0,gold,beige,fiserv/dealer funding llc,7025,5700,2015-07-08 07:30:00
2008,Infiniti,G37,Journey,coupe,automatic,jnkcv64e78m106309,fl,2.7,47877.0,blue,black,massey cadillac,16350,15000,2015-07-07 06:15:00
2008,Saturn,Outlook,XR,suv,automatic,5gzer23758j152330,va,1.9,110664.0,beige,brown,fiserv/sierra auto finance,8300,6500,2015-07-08 06:30:00
2007,BMW,X3,3.0si,suv,automatic,wbxpc93407wf26621,nj,3.4,98468.0,black,beige,lucas dodge inc,8100,8000,2015-07-01 06:30:00
2007,Chevrolet,Corvette,Base,convertible,automatic,1g1yy36u675137215,fl,2.7,61495.0,black,black,regional acceptance corporation / greenville,24000,23000,2015-07-07 06:00:00
2007,HUMMER,H2 SUT,Base,crew cab,automatic,5grgn22u77h100456,oh,3.9,62616.0,blue,black,chris scott motors,27400,30250,2015-07-03 06:00:00
2007,,,,,,jm1bk343x71603812,on,2.6,168539.0,gray,black,mercedes-benz,2250,3000,2015-07-02 15:30:00
2007,Mercedes-Benz,R-Class,R350,wagon,automatic,4jgcb65e57a048320,fl,3.2,71845.0,blue,beige,capital one auto finance,9725,10800,2015-07-07 06:15:00
2006,Ford,F-250 Super Duty,XL,crew cab,automatic,1ftsw21p46ec00664,mi,2.7,93155.0,blue,tan,runde chevrolet inc,17950,16700,2015-07-07 06:30:00
2006,Ford,F-150,Lariat,supercab,automatic,1ftrx14566fa77136,nj,1.9,134274.0,black,black,excellent auto sales inc,11900,9800,2015-07-08 06:30:00
2004,Nissan,Murano,SE,suv,automatic,jn8az08t54w223053,tx,2.1,135851.0,white,beige,santander consumer,3575,3400,2015-07-01 07:00:00
2014,Ford,Escape,S,suv,automatic,1fmcu0f70eua74312,fl,3.8,52025.0,white,gray,"ford motor credit company,llc",12350,12000,2015-07-08 07:30:00
2014,Ford,Expedition,EL King Ranch,suv,automatic,1fmjk1j58eef38983,tx,3.8,34425.0,—,tan,avis budget group,30800,30000,2015-07-09 07:30:00
2014,Ford,F-150,FX2,supercrew,automatic,1ftfw1ct3eke65419,fl,1.9,16358.0,white,gray,remarketing by ge/manheim central florida,27800,22000,2015-07-01 06:00:00
2014,Ford,Focus,SE,sedan,automatic,1fadp3f20el227367,ga,2.0,7728.0,gray,gray,santander consumer,12300,10900,2015-07-07 06:30:00
2014,Ford,Mustang,V6,convertible,automatic,1zvbp8em1e5232158,ca,2.4,65727.0,blue,black,the hertz corporation,12350,9250,2015-07-08 09:30:00
2014,Infiniti,Q50,Premium,sedan,automatic,jn1bv7ap2em679562,ca,2.9,15444.0,black,black,nissan infiniti lt,29200,22500,2015-07-07 09:00:00
2014,Jeep,Cherokee,Latitude,suv,,1c4pjlcb3ew208565,fl,4.8,25189.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,17550,14100,2015-07-07 06:20:00
2014,MINI,Cooper,Base,hatchback,automatic,wmwxm5c52et935269,tx,4.8,5386.0,gray,black,hiley buick gmc,16300,16000,2015-07-01 07:15:00
2013,Cadillac,XTS,Platinum,sedan,automatic,2g61u5s34d9198920,tx,4.6,33603.0,blue,black,wells fargo dealer services,31300,31800,2015-07-02 07:30:00
2013,Chrysler,Town and Country,Touring-L,minivan,automatic,2c4rc1cg5dr767562,ny,4.0,26185.0,black,gray,chrysler capital,21000,20400,2015-07-03 06:00:00
2013,Dodge,Challenger,R/T,coupe,automatic,2c3cdybt0dh729287,ms,2.6,8015.0,gray,black,chrysler capital,26100,26100,2015-07-09 07:15:00
